word,category,meanHappiness,meanAnger,meanSadness,meanFear,meanDisgust
kochany,H,5.9615383,1.3076923,1.4230769,1.6538461,1.1153846
radosny,H,5.8461537,1.5769231,1.5769231,1.6153846,1.3076923
ciepły,H,5.5,1.6153846,1.4230769,1.6538461,1.1153846
wygrany,H,5.5555553,1.3703704,1.4074074,1.5925926,1.1851852
komfort,H,5.5185184,1.1481482,1.1851852,1.2222222,1.2962962
kolorowy,H,5.2222223,1.3703704,1.3703704,1.3333334,1.2962962
zmysłowy,H,5.296296,1.2962962,1.3703704,1.3703704,1.2592592
perfumy,H,5.111111,1.2592592,1.2222222,1.1481482,1.4074074
super,H,6.185185,1.2962962,1.1851852,1.074074,1.1111112
zwycięstwo,H,6.3703704,1.4074074,1.3703704,1.5555556,1.2222222
zachwycać,H,5.3333335,1.5925926,1.4814814,1.4074074,1.1851852
uroczy,H,5.185185,1.2592592,1.5185186,1.2962962,1.1851852
wspaniały,H,5.814815,1.2962962,1.4444444,1.2592592,1.2962962
tort,H,5.5185184,1.3703704,1.4074074,1.4444444,1.2592592
szczęście,H,6.740741,1.1481482,1.2962962,1.4074074,1
lemoniada,H,5.037037,1.2592592,1.3333334,1.2592592,1.3333334
zadufany,A,1.2222222,4.3333335,2,1.5925926,3.2962964
kosztować,A,2,2.925926,2.5555556,2.0370371,1.5185186
drażnić,A,1.6666666,4.888889,2.6296296,2.5925925,2.7407408
pasywny,A,1.4074074,3.5925925,2.851852,2.4074075,2.148148
ograniczać,A,1.1851852,5.2222223,3.6666667,3.1111112,2.9629629
przerywać,A,1.4814814,4.037037,2.6296296,2.3703704,2.148148
żądanie,A,1.5925926,3.6666667,1.925926,2.8148148,2.074074
lekkomyślny,A,1.5925926,4.185185,2.6666667,3,2.5925925
niewygodny,A,1.6296296,3.5185184,2.2592592,1.8148148,2.4444444
zazdrosny,A,1.7037038,4.5185184,3.0370371,3.4814816,2.2592592
sprzeczny,A,1.6296296,3.4074075,2.2592592,1.8888888,1.962963
biadolić,A,1.5185186,4.148148,2.2222223,1.6296296,2.6666667
szemrać,A,1.5555556,3.4074075,2.148148,2.4444444,2.4814816
bariera,A,1.4814814,3.2222223,2.7407408,2.8148148,1.7777778
bzdura,A,1.5555556,3.8148148,1.8888888,2.1111112,2.5555556
negacja,A,1.1923077,3.3076923,2.6153846,2.3076923,1.8846154
posiedzenie,A,1.3846154,2.6923077,1.5,1.8076923,2.4615386
malkontent,A,1.4615384,2.8461537,1.9230769,1.6923077,2.2307692
przekorny,A,2.1538463,2.8076923,1.7307693,1.5769231,1.8461539
obowiązywać,A,1.8076923,2.5384614,1.8846154,1.9230769,1.6923077
drzeć,A,1.1153846,4.076923,2.2692308,2.5769231,2.3076923
podżegać,A,1.2307693,3.8846154,1.9615384,2.7692308,3.0769231
wścibski,A,1.0384616,5.0384617,2.4615386,2.2692308,4.076923
niegrzeczny,A,1.4615384,3.8846154,2.3846154,2.1153846,2.1923077
komar,A,1.1923077,4.769231,1.5769231,2.0384614,3.9615386
wypraszać,A,1.1538461,4.1923075,3.3076923,2.3461537,2.7307692
klakson,A,1.6923077,3.8076923,1.7307693,2.6923077,2.3076923
ordynarny,A,1.0769231,4.3461537,2.3076923,2.2307692,4.0384617
pouczać,A,1.7037038,4.3333335,2.148148,2.2962964,2.4444444
balast,A,1.5925926,3.2222223,2.4814816,2.7407408,2.1851852
głodny,A,1.2962962,4.259259,3.7777777,2.8888888,1.8518518
krzykliwy,A,2.2592592,3.925926,2.2592592,2.4444444,2.851852
głośny,A,3.1111112,3.7777777,1.5185186,2.2592592,1.962963
pedantyczny,A,2.2962964,3.074074,1.6666666,2.1851852,2.074074
przeoczyć,A,1.3703704,4.296296,2.8888888,3.4444444,1.962963
mamrotać,A,1.4230769,2.9615386,2.3076923,2.3076923,1.9230769
rozrzutny,A,1.9615384,3.8461537,2.5,2.7307692,2.6923077
moralista,A,1.8076923,3.6153846,2.1153846,2.2307692,2.5769231
nieprawidłowy,A,1.5,3.6923077,2.8076923,2.8076923,2.1153846
paplać,A,1.9615384,3.6923077,1.7307693,1.9615384,3.0769231
nadepnąć,A,1.3846154,3.2307692,2.6153846,2.3461537,2.3076923
pośpiech,A,2.1538463,4.0384617,2.1153846,3.3461537,2.3461537
ustępować,A,2.8076923,3,2.1538463,1.8846154,1.5769231
próżny,A,1.3846154,4.3076925,3,2.1153846,3.8846154
uparty,A,2.6538463,3.6153846,2.3846154,1.8846154,2.0384614
żądać,A,1.6538461,3.8076923,2.8076923,3.3076923,2.3846154
gadanina,A,1.8846154,3.5384614,2.1153846,1.8076923,2.5769231
absurd,A,2.1538463,3.4230769,2.1923077,2.3461537,2.4230769
zaprzeczać,A,1.7307693,3.5769231,2.7307692,2.7307692,2.0384614
nieuprawniony,A,1.1923077,3.5769231,2.5769231,2.7307692,2
chwalipięta,A,1.2692307,4.269231,2.2307692,1.8846154,3.2307692
przemądrzały,A,1.3076923,4.5384617,2.5769231,2.1153846,3.3076923
budzik,A,1.8846154,4.423077,2.8076923,1.9615384,2.6538463
oporny,A,1.7307693,3.2692308,2,2.3461537,1.8461539
kaprys,A,2.2692308,2.8846154,1.6923077,1.6923077,1.9615384
nalegać,A,1.2692307,4.076923,2.3076923,2.6923077,2.5769231
kopniak,A,1.8461539,3.7692308,2.1923077,3,2.5
weto,A,2.0384614,2.9615386,2,2.6923077,1.4615384
irytować,A,1.0769231,5.230769,3.3076923,2.1153846,3.2692308
zagmatwany,A,1.5,3.6538463,2.5,3.3846154,2.0769231
tandetny,A,1.3461539,3.8846154,2.3846154,1.8076923,3.3846154
arogancki,A,1.1538461,4.6923075,2.7692308,2.7692308,3.8846154
przeszkodzić,A,1.5769231,4.4615383,2.8461537,2.8076923,2.4230769
występek,A,1.2692307,2.7692308,1.8461539,2.5384614,2
głupota,A,1.8076923,4.0384617,2.6923077,2.4230769,3.1923077
raban,A,1.8076923,2.6538463,1.7307693,1.7692307,1.4615384
trąbić,A,1.8076923,3,1.4230769,2,1.7692307
niszczyć,A,1.5384616,4.3846154,3,3.0384614,2.6923077
przekleństwo,A,2.0384614,3.5769231,2.3076923,1.9615384,2.4230769
musieć,A,1.2692307,3.8076923,2.5384614,2.3076923,2.6153846
krnąbrny,A,1.4230769,2.9230769,1.6923077,1.8076923,2.2692308
zbuntowany,A,2.4615386,3.5384614,1.8461539,1.9615384,1.6153846
sprzeciw,A,1.7307693,3.6153846,1.8076923,2.1538463,1.4230769
besztać,A,1.4230769,3.6538463,2.4615386,3.0384614,2.2692308
humorzasty,A,1.5,3.3076923,2.3846154,2.2307692,2.2692308
niesprawiedliwy,A,1.1153846,5.076923,4,2.6923077,3.2692308
obciążać,A,1.1153846,3.3076923,2.9230769,2.5769231,1.9230769
kazanie,A,1.5,3.7692308,2.1538463,2.2307692,2.6923077
obrażony,A,1.0769231,4.0384617,3.5769231,2.6153846,1.9615384
oskarżać,A,1.1923077,4.1153846,3.0384614,3.3076923,2.6538463
denerwować,A,1.1923077,5.0384617,2.3461537,2.1153846,2.2692308
tępy,A,1.2307693,3.7307692,2.7692308,1.9230769,2.6538463
dźwigać,A,1.3846154,2.4230769,2.1153846,1.4615384,1.6153846
niecierpliwość,A,1.1538461,3.8846154,2.3846154,2.4230769,2.5
upominać,A,1.3461539,3.8846154,2.8076923,2.8461537,2.6153846
strajkować,A,1.6923077,4.0384617,2.4230769,3.1923077,2.1923077
przeszkadzać,A,1.6153846,5,2.5,2.1153846,3.3461537
baner,A,1.8846154,3.5384614,2.0384614,1.6538461,2.7692308
buntownik,A,2.6153846,3.7307692,1.9230769,2.8846154,1.8846154
awaria,A,1.3076923,5.076923,3.1923077,3.6923077,2.4230769
zakazywać,A,1.4230769,5.076923,3.5384614,3.1538463,3
protestować,A,2.2592592,3.8888888,2.8148148,2.851852,1.962963
utarczka,A,1.4444444,3.3703704,2.4444444,2.4444444,1.962963
niezgoda,A,1.3703704,3.8888888,3.5555556,2.8148148,2.1111112
niedorzeczny,A,1.5925926,3.6666667,2.2962964,2.2592592,2.2592592
niezgodny,A,1.6666666,3.5925925,2.6666667,2.5925925,2.2592592
czekać,A,1.8518518,3.8888888,2.8148148,2.7777777,2.0370371
cholerny,A,1.3333334,3.9629629,2.0370371,2.4444444,2.4814816
ubywać,S,1.7777778,3,3.2962964,2.6666667,1.6666666
sługa,S,1.925926,2.6296296,3.3703704,1.925926,2.1851852
utykać,S,1.2592592,2.4074075,3.3333333,2.1851852,1.5925926
apatia,S,1.4444444,2.6296296,3.6666667,2.5925925,2.3703704
ubogi,S,1.6666666,2.6666667,4.5925927,3.148148,1.962963
wieniec,S,2.1111112,2.2222223,4,2.5555556,1.8518518
ponury,S,1.7037038,2.5185184,3.8148148,2.3703704,2
pożegnanie,S,1.8888888,2.4814816,5.3333335,3.7037036,1.8888888
zabliźniony,S,2.2222223,1.6296296,3.074074,1.8888888,2.4444444
opłakiwać,S,1.2222222,2.9629629,5.962963,3.148148,1.962963
zakonny,S,1.3846154,1.6153846,2.4230769,1.6153846,1.8846154
niepogoda,S,1.2692307,2.6923077,3.9230769,1.5769231,1.8846154
przybity,S,1.1923077,2.2692308,5.0384617,3,1.6538461
wierzba,S,3.2307692,1.2307693,2.3846154,1.1538461,1.1153846
tęsknić,S,1.5384616,2.4230769,5.230769,3.2307692,1.6538461
samotny,S,1.0384616,2.5769231,5.3076925,4.1923075,1.9230769
pokutny,S,1.3846154,2.1923077,3.1153846,1.9230769,2.2692308
dół,S,1.2692307,1.8076923,3.7307692,3.0769231,1.8076923
marny,S,1.1538461,2.4230769,3.5384614,1.9230769,2.8076923
łza,S,1.8518518,2.7407408,5.0740743,3.4444444,1.8148148
oklapnięty,S,1.5185186,2.4444444,3.0370371,1.962963,2.074074
sierota,S,1.037037,2.7037036,5.6666665,3.3333333,1.4814814
smutny,S,1.1111112,2.6666667,5.6296296,3.5925925,1.962963
melodramat,S,2.148148,2.1851852,3.6666667,2.2222223,1.962963
oddalony,S,1.7407408,2.5925925,3.7777777,3.6296296,1.4444444
urna,S,1.1153846,2.5384614,4.576923,3.5769231,2.6923077
niemy,S,1.3846154,2.4615386,4.4615383,2.6538463,2.0769231
listopadowy,S,2,2.0769231,4,2.1538463,2.5
cichy,S,2.5384614,1.5,2.9230769,2.2692308,1.3076923
deszczowy,S,2.0769231,2.7307692,3.6923077,2.2692308,2.0769231
posępny,S,1.1538461,2.6153846,4.730769,2.8846154,1.9615384
bezdźwięczny,S,1.8076923,1.7692307,2.5769231,2.1923077,1.4230769
cherlawy,S,1.3076923,1.7307693,2.9230769,2.6538463,2.2692308
współczuć,S,2.7692308,2.1923077,4.3846154,2.7692308,1.6153846
melancholia,S,1.8846154,2.4615386,5,3.0384614,1.8846154
jesienny,S,2.8846154,2,3.8461537,2.0769231,1.8076923
przykrość,S,1.0769231,3.5384614,5.3461537,3.8461537,3.0384614
wdowa,S,1.1538461,2.4230769,5.269231,3.9615386,1.7307693
osierocony,S,1.0769231,3.0769231,5.5384617,4.076923,2.1923077
ulotny,S,2.1153846,2.1923077,4.1923075,2.7692308,1.3461539
żałować,S,1.3846154,3.3846154,4.769231,2.8461537,1.9615384
daleki,S,2.4615386,2.6923077,3.8461537,2.4230769,1.4615384
zatroskany,S,2.8846154,1.6538461,3.9230769,2.3076923,1.5769231
żałoba,S,1.0769231,3.6923077,6.3076925,4.3076925,2.5
zniechęcony,S,1.5,3.4615386,4.230769,3.0769231,2.6923077
zrozpaczony,S,1.0769231,3.3846154,5.3076925,3.8846154,2
skrucha,S,2.1538463,2.1923077,3.7307692,2.6923077,1.9230769
nieczuły,S,1.2692307,3.5769231,4.8846154,3.3461537,2.6538463
przemijać,S,1.8846154,3.3076923,5.1538463,3.9230769,2.2307692
ubolewać,S,1.2307693,3.2307692,4.1923075,2.9230769,2.4230769
zapłakany,S,1.3846154,3.2692308,5.4615383,3.6538463,2.2692308
klasztor,S,2.1923077,1.5,2.5384614,1.8846154,1.5384616
złom,S,1.5,2.3076923,2.8846154,2.0384614,2.2307692
apatyczny,S,1.2307693,3,3.9615386,2,2.8461537
wyczerpany,S,1.4230769,3.1153846,4.076923,2.8846154,2.1153846
więdnąć,S,1.3076923,1.8076923,4.0384617,2.5,1.9230769
nikt,S,1.5384616,1.6153846,3.4230769,2.4230769,1.7692307
ślepy,S,1.1923077,2.2307692,4.1923075,3.4615386,1.4615384
zmartwiony,S,1.3461539,2.1538463,3.8461537,2.6538463,1.5769231
bezimienny,S,1.3846154,2.0384614,3.6923077,3.3076923,1.5384616
kondolencje,S,1.4074074,2.7407408,5.703704,3.8888888,2.2222223
cmentarz,S,1.2222222,2.1851852,4.5185184,3.7777777,1.7777778
przygnębiony,S,1.4074074,2.7407408,4.851852,2.851852,2.0370371
jąkała,S,1.7037038,2.1851852,3.2962964,2.1851852,2.1851852
piorun,F,2.3333333,2.074074,1.8518518,3.9629629,1.8148148
panika,F,1.2592592,3.074074,2.5555556,4.740741,2.7407408
wątpliwość,F,1.6296296,2.7407408,2.925926,3.851852,1.7037038
zagrażać,F,1.074074,3.7777777,3,5.2222223,2.4074075
studnia,F,2.2592592,1.6666666,2.2222223,3.1111112,1.5555556
spadać,F,1.3703704,2.8888888,2.9629629,4.5925927,2.3703704
przerażający,F,1.2222222,1.962963,2.1111112,5,2.074074
tunel,F,2.5185184,1.6666666,1.7037038,3.074074,1.6296296
zjawa,F,1.7407408,1.5555556,2,3.4444444,2.074074
kosa,F,1.5555556,2.3703704,1.962963,3.6296296,1.962963
napięcie,F,1.7777778,2.8148148,2.0370371,3.5925925,1.7407408
wichura,F,2.5555556,2.7037036,1.962963,3.7407408,1.925926
sztorm,F,2.2592592,2.1111112,2.3703704,4.5185184,1.8888888
wypowiedź,F,2.2692308,1.3846154,1.3076923,2.6923077,1.4230769
psychika,F,2.1538463,1.6923077,2.0384614,3.1923077,1.5
amunicja,F,1.5,2.3461537,1.8846154,3.7692308,2.1153846
ryzykowny,F,2.4230769,2.1153846,1.8076923,4.423077,1.7692307
kopalnia,F,2.1153846,1.1538461,1.6923077,3.1923077,1.6153846
odpowiadać,F,2.3461537,1.9615384,1.8076923,3.0384614,1.6923077
wynik,F,2.9615386,1.8076923,2,3.6923077,1.3461539
uciekać,F,1.5,2.3846154,2.6153846,4.230769,2.1923077
zmiana,F,3.1923077,2.0769231,2,3.6153846,1.7307693
typować,F,2.1923077,1.6538461,1.3461539,2.7692308,1.5384616
anonim,F,1.8461539,2.1923077,1.6538461,3.1153846,1.8846154
broń,F,1.5,2.7307692,2.0384614,3.9230769,2.6538463
potencjalny,F,2.3461537,1.5384616,1.4230769,2.4230769,1.4615384
diagnozować,F,2.6538463,1.4230769,2.2692308,4,1.6923077
stromy,F,1.8846154,1.6153846,1.5,3.8846154,1.3076923
policjant,F,1.6538461,2.0384614,1.6538461,2.6923077,1.8846154
ostrze,F,1.4615384,2.4230769,1.6538461,4.1923075,2.2692308
warunek,F,1.6153846,3.1153846,2.8461537,3.8461537,2.1538463
uważać,F,2.1538463,1.9230769,1.4230769,2.5,1.3076923
tygrys,F,2.9615386,1.1923077,1.3461539,3.8076923,1.2692307
wyrocznia,F,1.9230769,1.8461539,1.6153846,3.3076923,2.2692308
straszny,F,1.2692307,2.1153846,2.3076923,4.5,2.8846154
straszyć,F,1.5384616,2.9230769,2.4615386,4.1538463,2.5769231
przepaść,F,1.4615384,2.4230769,3,4.769231,2.0384614
radar,F,1.5,2.9615386,1.8846154,3.4230769,2.1538463
lęk,F,1.1153846,2.4615386,3.5769231,5.769231,3.0384614
niepokój,F,1.0769231,2.4230769,3.7692308,5.3461537,2.7307692
pszczoła,F,3.0384614,1.3846154,1.3846154,2.8846154,1.8076923
spadzisty,F,1.6153846,1.7307693,1.3076923,3.0384614,1.4615384
mikrofon,F,2.8076923,1.4230769,1.4615384,2.7307692,1.6923077
hipnotyczny,F,2.9629629,1.4814814,1.4074074,2.925926,1.2962962
olbrzymi,F,3.148148,1.5185186,1.3703704,3.148148,1.4444444
zaryzykować,F,4.0740743,1.925926,1.5925926,4.3703704,1.2222222
zemdleć,F,1.4444444,1.925926,2.7037036,4.259259,1.5925926
narkoza,F,2.148148,1.7777778,2.7037036,5.037037,1.7777778
sprawozdanie,F,1.8148148,2.148148,1.4814814,2.4444444,1.6666666
rozpoczynać,F,3.7037036,1.5185186,1.3703704,2.925926,1.2592592
przerażony,F,1.2222222,3.074074,3.6296296,5.9259257,2.6296296
potwór,F,1.7407408,2.8148148,2.4444444,4.4814816,3.148148
szczypce,F,1.6666666,1.7407408,1.2962962,2.9629629,2.074074
dentysta,F,1.7037038,2.5925925,2.5555556,4.5925927,2.7407408
burzowy,F,2.5555556,2.2222223,2.1111112,3.4444444,1.6296296
rewir,F,1.962963,1.962963,1.8148148,2.925926,1.925926
funkcjonariusz,F,2.148148,2.7037036,1.6296296,3.4814816,2.3333333
ostrzegać,F,2.2592592,2.0370371,2.3333333,4.037037,1.5925926
niespokojny,F,1.3703704,3.1111112,2.9629629,4.4814816,2.2222223
sfora,F,2.4444444,1.8148148,1.4444444,2.925926,1.6666666
pukać,F,2.1923077,1.8461539,1.2692307,2.6153846,1.5
rekin,F,1.5769231,2.3846154,2.1923077,4.8076925,2.4230769
benzyna,F,2.5,1.8461539,1.6538461,2.6538463,1.6538461
opresja,F,1.1923077,3.5,3.7307692,4.8846154,2.6538463
chwiejny,F,1.5384616,2.5769231,2.4615386,3.3461537,2.4615386
bezdenny,F,2.2692308,1.5769231,1.9230769,2.5,1.3846154
anomalia,F,1.5,2.6153846,2.7307692,3.6153846,2.3076923
nożyczki,F,1.7692307,2.0384614,1.6923077,3.1923077,1.7692307
omen,F,1.6923077,2.2307692,2.5,4.076923,2.6538463
zastrzyk,F,1.5,2.1538463,2.1923077,4.0384617,3.0769231
testować,F,2.0769231,2.1153846,1.8076923,3.1923077,2
ryzyko,F,2.8461537,2.2307692,2.1153846,4.3076925,1.8076923
test,F,1.9230769,2.5769231,2.3846154,4.1538463,2.1538463
szklany,F,2.2692308,1.5,1.6153846,2.3076923,1.3076923
ścigać,F,1.5769231,3.5384614,2.7692308,4.730769,2.3461537
pełnomocnik,F,2.3461537,1.9615384,1.7307693,2.5384614,1.8461539
ołów,F,1.5769231,2.0384614,1.7692307,2.7307692,2.0769231
wybór,F,3.8076923,1.8846154,1.7307693,3.3076923,1.2692307
gaz,F,1.9230769,2.3076923,2.2692308,3.9230769,2.7307692
komisja,F,1.8461539,2.6153846,2.2692308,3.6923077,1.7692307
przyszłość,F,4.3076925,1.7692307,2.3076923,4.269231,1.3076923
speszony,F,1.3846154,2.3846154,2.9615386,3.3846154,2.1923077
trans,F,2.4615386,1.8076923,1.7307693,3.1153846,1.7692307
głęboki,F,3.1538463,1.6153846,1.7692307,3.1153846,1.5384616
byk,F,2.2692308,2.7692308,1.5769231,4.076923,2.1538463
armia,F,2.3461537,2.7307692,2.9615386,4.076923,2.1538463
igła,F,1.5769231,2.1923077,2.1538463,3.7307692,3
czeluść,F,1.7692307,1.9230769,3.0769231,4.076923,2.2692308
duch,F,1.9230769,1.8076923,2.8461537,3.8461537,1.8076923
horror,F,2.5,2.0769231,2.3461537,4.5,2.5384614
rektor,F,2.3461537,1.8461539,1.3846154,2.5384614,1.4615384
trzęsawisko,F,1.6153846,2.3076923,2.3846154,3.8461537,2.7307692
kurator,F,1.4615384,2.9615386,2.8461537,4.076923,2.1923077
adwokat,F,2.3076923,2.2307692,2.2307692,3.3846154,2.0769231
skalpel,F,1.4615384,2.1923077,2.7692308,5.0384617,3.6923077
ciarki,F,2.7692308,1.9615384,2.1538463,4.1538463,2.2692308
paniczny,F,1.3846154,2.8076923,3.0384614,4.923077,2.7692308
nastawać,F,1.5,2.5769231,2.1153846,3.3846154,1.8846154
prognozować,F,3.0384614,1.7692307,1.6923077,2.9230769,1.6153846
występować,F,3.2692308,1.7307693,1.6923077,3.5769231,1.5384616
ostrzeżenie,F,1.3846154,3.1538463,2.3846154,4.1923075,2.1153846
czujny,F,2.6538463,1.8846154,1.8461539,3.2692308,1.3846154
defensywny,F,1.7307693,2.3846154,1.8461539,2.6153846,1.8076923
lawina,F,1.4230769,2.6153846,3.3076923,5.269231,2.8461537
szerszeń,F,1.3846154,2.8076923,2.0384614,4.8076925,4
szok,F,1.9615384,2.6923077,3.1538463,4.1923075,2
propozycja,F,4.1153846,1.7692307,1.5769231,3.4230769,1.5769231
obława,F,1.5,2.8461537,3,4.5,2.6923077
krawędź,F,1.7692307,2.0769231,1.6153846,3.4230769,1.6153846
pirania,F,1.8076923,2.1923077,1.7692307,4.3076925,3.5769231
pantera,F,3.1153846,1.5384616,1.2307693,3.4230769,1.5
rakieta,F,3.1153846,1.5769231,1.5384616,2.7692308,1.5
przeczucie,F,3.2307692,1.8846154,2.4615386,3.6153846,1.5384616
termin,F,1.8846154,2.1923077,2.0384614,2.7692308,1.5
grzmot,F,2.4615386,1.7307693,1.5384616,3.1538463,1.5384616
śledzić,F,1.8846154,2.5384614,1.5384616,3.3461537,2.1538463
mumia,F,1.8461539,1.3846154,1.5,2.6538463,2.2692308
czyhać,F,1.3461539,2.1538463,1.8076923,4.076923,1.8076923
kamuflować,F,1.6923077,1.5384616,2,2.8461537,1.4230769
dylemat,F,1.5384616,2.5,2.3461537,3.5,1.4615384
obstawiać,F,2.8076923,1.8076923,1.4615384,3,1.3461539
magma,F,1.8461539,1.3846154,1.5,2.6153846,1.6923077
przestrzegać,F,2.0384614,2.3076923,1.8461539,2.6538463,1.6538461
thriller,F,2.2692308,1.6538461,1.6923077,3,1.6538461
drapieżny,F,2.1153846,1.8461539,1.4230769,3.5384614,1.5384616
przeczuwać,F,2.1538463,1.5,2.1538463,3.1153846,1.3461539
płonąć,F,1.4615384,2.7307692,2.8461537,4.423077,2.1538463
torpeda,F,2.4230769,1.6538461,1.3461539,2.9615386,1.5
łańcuch,F,1.3846154,2.2307692,2.4615386,3.6923077,2.1538463
tajny,F,2.0769231,1.8461539,1.7307693,3.0769231,1.6153846
żmija,F,1.4230769,2.3846154,1.5384616,4.076923,3.8461537
zdziwienie,F,2.4230769,1.7307693,1.5384616,2.2692308,1.3076923
nieoczekiwany,F,3.0769231,1.8461539,1.4615384,2.8846154,1.3846154
zalękniony,F,1.3076923,1.9230769,3.1923077,4.269231,1.8846154
trzęsienie,F,1.1153846,2.4230769,3,4.730769,1.7307693
weryfikować,F,1.7692307,2,1.7692307,2.8076923,1.5384616
cień,F,1.8461539,1.1538461,1.8461539,2.8076923,1.3076923
przyrzekać,F,2.7692308,1.5384616,1.5,2.3846154,1.4615384
dreszcz,F,2.4230769,1.6923077,1.9615384,3.3846154,1.8846154
maniakalny,F,1.7307693,2.5,2.1923077,4.1538463,2.7692308
kłuć,F,1.5384616,2.6538463,2.0769231,3.5769231,2.8846154
przysięgać,F,2.8846154,1.4230769,1.7307693,2.8076923,1.4230769
obawa,F,1.4230769,2.4230769,3.3076923,4.8076925,2.1538463
symptom,F,1.4615384,1.7692307,2.3076923,3.5,2.1538463
niebezpieczeństwo,F,1.3461539,3.2307692,3.1538463,5.6153846,2.2307692
tajfun,F,1.5384616,3.1153846,3.6923077,5.1153846,1.8076923
szpon,F,1.5384616,2.3846154,2.0384614,3.6153846,2.7692308
zdziwiony,F,2.1538463,1.8846154,1.5769231,2.5,1.5
obłąkany,F,1.4230769,2.3076923,3.2307692,4.6538463,3.1538463
alarm,F,1.4230769,3.0384614,2.2692308,4.3846154,1.8846154
pustynny,F,2.2307692,1.3076923,1.8461539,3.0384614,1.4615384
agent,F,1.6153846,2.5769231,1.5,2.8076923,2.3461537
zbocze,F,2.3333333,1.2962962,1.2592592,2.2962964,1.3333334
lampart,F,3.2962964,1.8888888,1.7037038,3.3333333,1.4444444
bojaźliwy,F,1.4814814,2.1111112,2.8888888,3.7037036,2.0370371
sędzia,F,2.3703704,2.074074,1.925926,3.3703704,1.8888888
sąd,F,1.962963,2.851852,2.851852,4.111111,2.2962964
arsenał,F,2.2222223,1.5555556,1.7777778,2.6296296,1.8148148
krokodyl,F,2.4814816,1.8888888,2.2592592,3.3703704,2.1851852
mocarstwo,F,2.6296296,1.8518518,1.7777778,3.1111112,1.8518518
policyjny,F,1.7407408,2.3333333,1.962963,3.148148,2.1851852
piła,F,1.8518518,2.1851852,1.925926,3.2592592,2.0370371
zakład,F,2.4444444,2.074074,2.0370371,3.1851852,2.1851852
owad,D,1.4074074,2.4444444,1.6666666,2.851852,3.6296296
bezgłowy,D,1.4814814,1.962963,2.3703704,3.2222223,3.925926
ocet,D,1.6296296,1.5555556,1.7777778,1.5925926,3.3703704
stęchły,D,1.2962962,2.1851852,1.8888888,2.074074,4.851852
cuchnący,D,1.2962962,3.1851852,2.6296296,2.4444444,5.4444447
gnojówka,D,1.4074074,1.7037038,1.4074074,1.4444444,4.259259
wymiotować,D,1.1923077,2.9230769,2.7692308,3.4230769,5.269231
pająk,D,1.3461539,1.9230769,1.4230769,3.7307692,4.3076925
żaba,D,2.6153846,1.3461539,1.1538461,1.3461539,2.4230769
zgnilizna,D,1.0769231,2.3846154,2.1923077,2.8461537,5.3846154
odrażający,D,1.0769231,2.3846154,2.3846154,3.6153846,5.230769
zezować,D,1.6153846,1.6538461,1.5384616,1.5769231,2.3076923
pluć,D,1.0384616,4,2.2307692,2.1153846,5.269231
gówno,D,1.4814814,3.3333333,2.1111112,1.962963,5.3333335
odpady,D,1.1851852,3.1851852,2.4444444,2.3333333,4.5185184
padlina,D,1.1481482,2.4814816,2.851852,3.851852,5.4444447
gnić,D,1.2222222,2.6296296,2.8888888,3.3333333,4.6296296
larwa,D,1.2307693,2.2692308,1.7692307,3.4230769,4.730769
gorzki,D,1.5769231,2.1923077,3.0769231,2.2692308,3.3846154
śluz,D,1.5,1.5,1.4615384,2.1153846,4.1923075
obwisły,D,1.1153846,3.1153846,2.8846154,3.2307692,4.8461537
żołądek,D,1.9615384,1.4615384,1.4230769,1.6923077,2.3461537
ślimak,D,2.1153846,1.5384616,1.6153846,1.6153846,3.1538463
spleśniały,D,1.0384616,2.8461537,2.8076923,3.1923077,5.576923
ohydny,D,1.1923077,3.0384614,2.7307692,3.8846154,5.6153846
robak,D,1.4615384,2.6153846,2.1153846,3.7307692,4.8846154
brodawka,D,1.8076923,2.2307692,2.1153846,2.4230769,3.8461537
gardziel,D,1.2307693,1.9615384,1.5384616,2.4615386,3.1923077
obślinić,D,1.6923077,2,1.2692307,1.6923077,4.269231
gołąb,D,2.6153846,1.7307693,1.2692307,1.4615384,2.4230769
zepsucie,D,1.1538461,2.5769231,2.6538463,2,3.3461537
żółć,D,1.0384616,1.9230769,1.6923077,2.0384614,3.8076923
ważka,D,2.5384614,1.5769231,1.1153846,2.0384614,2.6153846
brudny,D,1.5384616,2.6923077,2.3846154,2.3846154,4.269231
śledź,D,2.4615386,1.1153846,1.1538461,1.0384616,2.5
celebryta,D,2.5769231,2.6538463,1.7307693,1.3846154,3.2307692
ścieki,D,1.0769231,2,2.0384614,2.2692308,5.269231
wymię,D,1.6923077,1.5384616,1.3076923,1.4230769,2.5769231
czopek,D,1.5384616,2.5384614,2.1153846,3.3461537,4.423077
szczecina,D,1.5,1.9230769,1.9615384,2,3.0384614
obrzydliwy,D,1.3461539,3.0384614,2.5,2.6538463,5.423077
obrzydzenie,D,1.1153846,3.2692308,2.4615386,3.2692308,5.5
wstręt,D,1.1923077,3.1153846,2.5769231,3.5,5.6538463
pluskwa,D,1.2307693,3.1923077,2.2307692,3.5,4.730769
jelito,D,1.7307693,1.5769231,1.5384616,2.2307692,3.4230769
obskurny,D,1.5555556,2.7777777,3.148148,2.925926,4.3333335
tampon,D,1.6666666,2.148148,2.074074,2.1851852,2.851852
