word,category,meanHappiness,meanAnger,meanSadness,meanFear,meanDisgust
nałóg,U,1.4814814,4.111111,3.7777777,3.4074075,3.8148148
pozwalać,U,3.7037036,1.5925926,1.5555556,1.7777778,1.5185186
nienawidzić,U,1.2962962,5.037037,4.111111,3.2592592,2.851852
tablica,U,1.8518518,2.0370371,1.5185186,2.5185184,1.8888888
podniecający,U,5.2222223,1.4444444,1.3333334,1.7037038,1.3333334
oko,U,3,1.3333334,1.4814814,1.7777778,1.3333334
ocean,U,4.6666665,1.4074074,1.7037038,2.8888888,1.5925926
akrobatyczny,U,3.4074075,1.4074074,1.5555556,2.2962964,1.5555556
asceza,U,1.8518518,1.962963,2.3703704,1.8148148,1.962963
orchidea,U,4.2222223,1.5185186,1.7407408,1.4814814,1.5925926
potwierdzić,U,3.6666667,1.4074074,1.5555556,1.8518518,1.2592592
armata,U,2.4444444,2.2222223,2.074074,3.2222223,2.2222223
żyrafa,U,3.851852,1.2592592,1.5925926,1.5185186,1.2592592
biec,U,3.5555556,1.925926,1.4814814,2.4074075,1.4814814
minister,U,1.8888888,3,1.962963,1.925926,2.7407408
autonomiczny,U,3.5555556,1.8518518,1.5185186,1.8518518,1.4444444
dyspozycyjny,U,3.7777777,1.962963,1.2962962,1.7037038,1.7407408
żeglować,U,4.185185,1.4444444,1.7777778,2.5925925,1.7777778
murzynka,U,3.5555556,1.6666666,1.4814814,1.6296296,1.7037038
przewodnik,U,3.4074075,1.5925926,1.2222222,1.4444444,1.4074074
mistrz,U,5,1.5555556,1.4444444,1.4814814,1.4074074
poroże,U,2.4814816,1.8148148,1.8518518,2,2.4444444
chichotać,U,5.0740743,1.962963,1.2222222,1.3703704,1.4444444
sprawdzony,U,3.925926,1.4444444,1.2592592,1.6666666,1.2222222
sałatka,U,4.148148,1.5185186,1.1851852,1.3703704,1.5555556
pomocny,U,5.0740743,1.2962962,1.4074074,1.5185186,1.2222222
bitwa,U,2.3703704,3.5925925,2.925926,3.9629629,2.4074075
nastrojowy,U,4.3703704,1.4074074,2.1851852,1.7037038,1.2592592
błagalny,U,1.7777778,2.6666667,3.6666667,2.7777777,2.4814816
wykształcony,U,5.296296,1.7777778,1.4814814,1.7777778,1.2592592
klinika,U,2.4074075,1.962963,3.4074075,3.925926,2.4814816
bawić,U,5.3333335,1.7037038,1.7407408,1.5555556,1.3333334
przekonać,U,4.3703704,1.8148148,1.5185186,1.962963,1.4814814
pojętny,U,4.7777777,1.5925926,1.4074074,1.6296296,1.4074074
usuwać,U,1.8148148,2.851852,2.925926,3.2962964,2.0370371
urlop,U,5.2222223,1.3703704,1.5925926,1.7777778,1.3333334
atomowy,U,2.3333333,2.4444444,2.2962964,3.0370371,2.2962964
odetchnąć,U,4.5925927,1.8148148,1.8148148,1.925926,1.1851852
szuja,U,1.4074074,4.703704,2.6666667,2.6666667,4.2222223
wół,U,2.4074075,1.5555556,1.5925926,2.074074,1.7037038
toster,U,4,1.2962962,1.1111112,1.2962962,1.2222222
mglisty,U,2.4444444,2,2.5185184,3,1.7407408
obniżać,U,2.1111112,2.6666667,2.5185184,2.7407408,2
zły,U,1.3333334,4.5925927,3.3703704,3.5925925,2.5185184
czuć,U,4.3703704,2.1111112,2.4444444,2.4814816,1.5925926
oczekiwanie,U,3.3703704,2.4074075,2.3333333,3.3333333,1.7037038
krewny,U,3.5555556,2.5555556,2.2592592,1.8888888,1.8518518
szminkować,U,3.2962964,1.5925926,1.2962962,1.5185186,1.5555556
odwiedzać,U,4.4444447,1.6296296,1.5925926,2.4814816,1.4814814
odejście,U,1.6666666,3.6666667,4.851852,4.3703704,1.925926
wzrost,U,3.1923077,1.3076923,1.4615384,1.6923077,1.2307693
korowód,U,2,1.7692307,1.8461539,2,1.6923077
napad,U,1.1153846,4,2.9615386,4.923077,3.0769231
biżuteria,U,3.5384614,1.5384616,1.3076923,1.1538461,1.4230769
świadectwo,U,4.0384617,1.5,1.4230769,1.6538461,1.0769231
kompas,U,3,1.3461539,1.2692307,2.0384614,1.2692307
początek,U,3.2307692,1.5384616,1.8461539,2.6538463,1.3846154
tchórzliwy,U,1.3461539,3.7692308,2.8461537,3.1153846,3.3461537
wspólnota,U,3.5,1.5769231,1.4230769,1.7307693,1.2692307
rekrut,U,1.7692307,1.5769231,1.7692307,2.5769231,1.6153846
zamężny,U,2.7692308,1.5769231,2.1923077,2.0384614,1.7307693
kolor,U,4.0384617,1.2307693,1.3076923,1.1153846,1.1538461
przymusowy,U,1.1538461,4.6538463,3.3461537,2.7692308,3.5
bierki,U,3.8076923,1.8076923,1.4615384,1.3846154,1.2692307
zaproszenie,U,4.8076925,1.3461539,1.6153846,2.5,1.2307693
kula,U,1.8076923,2,1.9615384,2.7307692,2.0384614
udaremniać,U,2.8076923,2.4615386,2.4230769,2.3846154,1.8461539
cenny,U,4.3076925,1.1923077,1.3076923,2.3076923,1.1923077
celebrować,U,4.3846154,1.5,1.3461539,1.3846154,1.4230769
udawać,U,1.5,3.3846154,3.2307692,2.5384614,3.5769231
wiek,U,2.3076923,1.9230769,2.3846154,2.7692308,1.3846154
zabójca,U,1.2692307,3.8461537,3.2307692,5.0384617,4.5
ochota,U,4.8461537,1.2692307,1.3076923,1.6538461,1.2692307
makabryczny,U,1.2692307,2.6538463,3.6153846,4.5384617,3.8846154
oszczędny,U,3.0769231,2.0769231,2.5769231,1.9230769,1.5
wrażenie,U,3.0384614,1.6923077,1.4615384,1.9615384,1.4615384
interesujący,U,4.1153846,1.5,1.5,1.8846154,1.4615384
wnioskować,U,2.9230769,1.4230769,1.3846154,1.9615384,1.3076923
wielbiciel,U,4.1153846,1.8846154,1.5384616,2.3846154,1.6923077
portal,U,3.1538463,1.5769231,1.5769231,2.1923077,1.4615384
tolerancyjny,U,3.6538463,1.8846154,1.6153846,2,2.0769231
szkodliwy,U,1.1923077,3.0384614,3.1153846,3.5,3.5769231
tendencyjny,U,1.5384616,2.9615386,2.0769231,1.8076923,3.1153846
dygotać,U,1.4230769,2.4615386,2.9230769,3.4230769,2
flirt,U,4.4615383,2.0384614,1.9615384,2.9230769,1.8461539
kaseta,U,3.2692308,1.2307693,1.7692307,1.3076923,1.2307693
bieżnia,U,3.6153846,1.8461539,1.2307693,1.6923077,1.4230769
skrzypce,U,4.4615383,1.6923077,2.4230769,1.5384616,1.2692307
zachłanny,U,1.3076923,3.6923077,2.2692308,2.0384614,3.8461537
planeta,U,2.8461537,1.4230769,1.4230769,2.1923077,1.2692307
bić,U,1.3846154,4.6538463,3.8846154,4.5384617,3.6538463
fala,U,3.5384614,1.6153846,1.5769231,2.8076923,1.2692307
stosunek,U,4.1923075,1.5,1.5,1.7307693,1.2692307
podnosić,U,2.9615386,1.6153846,1.4615384,1.8461539,1.2692307
litania,U,1.4615384,2.3461537,2.9615386,1.8076923,2.2692308
sytuowany,U,2.7307692,2.0769231,1.6153846,1.5384616,1.7307693
horda,U,1.4615384,2.7692308,2,3.8846154,2.8846154
wiolonczela,U,3.8461537,1.4615384,2.5769231,1.2307693,1.4615384
świecić,U,4.1923075,1.5769231,1.6538461,1.4230769,1.1538461
pozbawiać,U,1.3076923,4,4.269231,3.9230769,3.4230769
upadek,U,1.5,3.5384614,4,3.8846154,2.4230769
źródło,U,4.269231,1.2692307,1.3076923,1.4615384,1.2307693
pan,U,2.4230769,1.7692307,1.8076923,2.0384614,1.6923077
narodowy,U,3.4230769,1.9615384,2.1538463,1.5,1.7692307
mefisto,U,1.8461539,2.1923077,2.1923077,2.9230769,2.3461537
dekadencki,U,2.0384614,2.2307692,2.8076923,1.8846154,1.7307693
apetyt,U,4,1.7692307,1.6153846,1.2692307,1.2307693
syty,U,4.4615383,1.7692307,1.6153846,1.3461539,1.8076923
ścinać,U,1.5769231,2.9615386,3,2.8461537,1.7692307
nadzieja,U,4.769231,1.6923077,2.6538463,2.5769231,1.0384616
wchodzić,U,2.7692308,1.3846154,1.5384616,2.2307692,1.3076923
pytać,U,2.5769231,1.8846154,1.5,2.1153846,1.3846154
podróż,U,5.769231,1.5,1.9230769,2.8461537,1.3076923
zawartość,U,2.6538463,1.5384616,1.3461539,2.0384614,1.4230769
sprzedawać,U,3,1.7692307,2.2692308,2.2307692,1.6538461
problem,U,1.1923077,3.0384614,3.5,3.4230769,2.1153846
łódź,U,3.7307692,1.1538461,1.5769231,2.2692308,1.2692307
spożywać,U,3.3461537,1.4615384,1.2692307,1.6538461,1.4615384
wrzawa,U,2.2307692,2.8846154,1.7307693,2.6153846,2.4615386
szatan,U,1.3846154,2.9230769,2.8846154,3.9230769,3.5769231
koncert,U,5.1923075,1.4230769,1.6538461,1.7307693,1.4230769
wypowiedzenie,U,1.2307693,3.7692308,4,4.230769,2.4615386
pokrzepienie,U,3.4615386,1.4230769,1.8461539,1.5,1.1923077
pożyczać,U,2.0769231,2.3461537,1.6153846,2.6538463,1.6923077
ludzki,U,3.6538463,1.4615384,1.9230769,1.6538461,1.3461539
obejmować,U,4.9615383,1.2692307,1.8461539,1.6538461,1.3076923
lśnić,U,3.8461537,1.3076923,1.1923077,1.3076923,1.1153846
błazen,U,2.0384614,2.5,2.7692308,1.5769231,2.4230769
zachęta,U,3.8076923,1.5769231,1.4230769,1.6923077,1.3846154
haniebny,U,1.2692307,3.6538463,2.9230769,2.2307692,4.1923075
zmarszczka,U,1.5769231,2.8076923,3.1153846,2.8846154,2.2692308
ład,U,3.9615386,1.3461539,1.2307693,1.5,1.2307693
uczestniczyć,U,3.3846154,1.4615384,1.3846154,2.2692308,1.3076923
blondynka,U,4.1538463,1.5769231,1.4615384,1.2692307,1.3076923
śpiew,U,4.6923075,1.5384616,1.9615384,1.8461539,1.4615384
bezcelowy,U,1.1923077,3.7307692,4.0384617,2.9230769,2.3461537
kurort,U,4.6153846,1.3076923,1.3461539,1.6538461,1.3461539
wyjątkowy,U,4.923077,1.5384616,1.3846154,1.6538461,1.2307693
codzienny,U,2.6923077,1.6923077,1.8461539,1.4615384,1.6153846
motłoch,U,1.1923077,4.1153846,1.9615384,3.0769231,3.7692308
wampir,U,1.5769231,1.7692307,2.2307692,3.8461537,3.1923077
przyjezdny,U,2.5384614,1.7307693,1.4230769,2.1538463,1.6538461
niezdrowy,U,1.4230769,2.9615386,3.0769231,3,3.1923077
stylowy,U,3.1153846,1.5769231,1.4615384,1.6538461,1.5769231
mniejszy,U,1.8461539,1.9615384,2.1153846,1.7307693,1.2692307
dziewica,U,3.8846154,1.6153846,1.6923077,2.3846154,1.2307693
pożywienie,U,4.3076925,1.3076923,1.2692307,1.3076923,1.2692307
edukować,U,4,1.4615384,1.5384616,1.8846154,1.2692307
wywóz,U,1.8076923,1.9615384,2.4615386,2.3461537,2.3846154
uprzywilejowany,U,2.8461537,2.4230769,1.6538461,1.8846154,2.2692308
kuszący,U,4,1.5,1.6538461,2.7692308,1.5
opium,U,1.9230769,1.8461539,2.1923077,2.8846154,2.5384614
podeszwa,U,1.5,1.6153846,1.1923077,1.3846154,2.3076923
troskliwy,U,5.076923,1.6538461,1.5384616,1.3461539,1.1153846
nieskazitelny,U,3.9230769,1.5,1.3076923,1.6153846,1.6153846
pobyt,U,3.9230769,1.2307693,1.4615384,1.8461539,1.3461539
sabotować,U,1.3076923,3.8846154,2.8076923,3.0769231,3.2692308
niewdzięczny,U,1.1923077,4.576923,3.9230769,1.9230769,4
plantacja,U,3.6153846,1.3076923,1.6538461,1.6923077,1.3461539
pasieka,U,3.6538463,1.1153846,1.3076923,1.7307693,1.1923077
zorza,U,4.269231,1.1153846,1.6153846,1.3846154,1.0384616
los,U,2.8076923,1.9615384,2.5769231,2.8461537,1.5
daremny,U,1.5,4,4.076923,2.1923077,1.9230769
łgać,U,1.1153846,4.576923,3.5,2.7307692,5.0384617
owca,U,3.1153846,1.2307693,1.5769231,1.2307693,1.3076923
twierdza,U,3.1538463,1.1923077,1.3076923,2.4615386,1.2692307
romans,U,3.2307692,2.6538463,2.7692308,3.1153846,3.0769231
lód,U,3.4615386,1.6153846,2,2.2692308,1.3846154
masa,U,1.9615384,2.1153846,2.0384614,1.7307693,2.3846154
grozić,U,1.1153846,4.6538463,3.1538463,4.769231,3.6538463
kot,U,4.3846154,1.6538461,1.4615384,1.5769231,1.6538461
noc,U,3.5,1.3461539,2.6153846,2.8461537,1.4615384
zapominać,U,1.1923077,3.9615386,3.8846154,3.8846154,2.0384614
stado,U,3.1923077,1.4615384,1.5,2.3461537,1.3461539
urodziny,U,5.5,1.5769231,1.8461539,1.6923077,1.3461539
chwast,U,1.1538461,2.8461537,1.8846154,1.7307693,3
wilkołak,U,1.7307693,2.1923077,1.8461539,4.0384617,3.2692308
