word,meanAnger
powiedzieć,1.3461539
porozumienie,1.6153846
demontować,2.1153846
niewypał,3.6923077
programowy,2.1153846
paserstwo,3.7692308
pomyłka,4.3846154
chmura,2.1538463
oczekiwać,2.1153846
wyczekiwany,1.3461539
aromatyczny,1.5384616
las,1.2692307
zabraniać,4.576923
szlagier,1.8461539
podziemny,1.8461539
tropikalny,1.4615384
kamienny,1.9230769
uzdolniony,1.6923077
chwytać,1.5
wysportowany,2.1538463
zasięg,2.4230769
tandem,1.5
interpretować,2.3846154
koszmar,3.2692308
smoczek,1.7307693
metoda,1.7307693
jakość,1.7692307
parowiec,1.6923077
wiwatować,1.6923077
aprobować,1.7692307
wypożyczać,2.2307692
klasyczny,1.6153846
pocieszać,2
rzucać,2.9230769
mutacja,2.6538463
kozaki,2
nosić,2.0769231
odrzucać,4.3076925
gniewny,4.6538463
szparagi,1.7692307
fabryka,2.4615386
fantazja,1.6923077
skrzat,1.7692307
terapeutyczny,2.1923077
kiepski,3.7692308
telewizyjny,2.4230769
kanclerz,2.1538463
talar,1.4615384
medyczny,2.0769231
morze,1.6153846
monarcha,2.7692308
poezja,2.0384614
odbierać,2.4230769
ulica,1.8846154
zderzenie,3.5384614
utalentowany,2.1538463
urok,2.0769231
pojedynek,2.9615386
historia,2
konsumpcyjny,2.9230769
plan,1.6153846
językowy,2.3846154
egoistyczny,4.923077
bar,2.3461537
moralny,1.6923077
potężny,2.6538463
zdystansowany,2.3076923
zdobywać,1.8846154
drobnoustrój,2.6153846
ciężar,3.3076923
jedność,1.7307693
pobudzenie,2.4230769
kurz,3.2692308
skruszony,1.9230769
cecha,2.0769231
dopomóc,2
atak,4.1923075
palma,1.2592592
zagorzały,2.5185184
uprawiać,1.2962962
leczenie,2.6666667
żniwo,2
przyrastać,1.7407408
dzielny,1.4444444
rywal,3.2592592
prezerwatywa,1.8888888
rewolwer,3.1851852
poziom,1.5185186
koniec,2.1111112
skarbiec,1.4074074
kaganiec,2.7407408
rozpalać,1.6666666
blizna,3
prosty,1.6296296
gol,1.7037038
pękać,2.7407408
myśleć,1.962963
ból,3.9629629
filiżanka,1.3333334
debiutować,1.5185186
pomówienie,4.037037
kometa,1.3703704
dramat,3.2592592
złośliwy,4.148148
dziura,1.925926
wozić,1.8518518
dokonywać,1.5555556
kobra,2.074074
gąsienica,1.7407408
mord,5.2222223
chcieć,1.7777778
udział,1.6666666
chudnąć,2.0370371
kulminacja,1.7407408
list,2.1111112
instytucja,2.3333333
wzniesienie,1.4814814
promil,2.5925925
wiosłować,1.8148148
świeca,1.3703704
rześki,1.3333334
nieśmiały,1.962963
wybryk,2.7407408
bażant,1.2962962
aspołeczny,2.4074075
Pers,1.6296296
obsługiwać,2.3333333
tabletka,2.1851852
cytryna,1.4074074
donosić,4.740741
obradować,2.3333333
krzywoprzysięstwo,3.8148148
praktykant,2.148148
narkotyk,3.4444444
perspektywa,1.4074074
kołyska,1.6666666
dostawać,1.4814814
oszczędności,1.5925926
pępek,1.7777778
wódka,2.2962964
napastować,4.2222223
następca,1.8888888
Adriatyk,1.2592592
kandydatura,1.962963
terrorystyczny,4.259259
karcić,3.4814816
wykład,1.962963
spowiedź,2.4814816
tworzenie,1.7407408
ratować,1.5185186
ewoluować,1.5925926
czynsz,2.851852
rządzić,2.074074
wyjaśniać,1.8518518
dąb,1.3703704
naciągać,3.9629629
plemię,1.5185186
manager,2.148148
dzwonić,2.2592592
wulkan,2.074074
kanapka,1.4074074
wybuch,3.148148
oskarżony,3.5185184
potrzebny,1.7037038
przytakiwać,2.5185184
wiza,2.074074
dyktatura,3.925926
pachnidło,1.4814814
pilot,1.7037038
doświadczać,2.074074
napełniać,1.3333334
fryzura,1.8888888
gosposia,1.925926
koncentracyjny,3.6296296
dal,1.7037038
szpiegować,3.0370371
miniówka,1.5185186
gruz,2.074074
zdrowie,1.4444444
zwalniać,3.2222223
wymagać,2.6296296
drożdżowy,1.2962962
senat,2.7777777
upomnienie,3.6296296
czar,1.3703704
szelma,2.5925925
podminowany,3.2962964
sidła,2.7037036
perwersyjny,1.8148148
sumienie,2.3333333
gotówka,1.4814814
słony,1.925926
maksimum,1.8148148
faza,1.5555556
spontaniczny,1.8518518
odwyk,2.6666667
urzędnik,3.4074075
nauczycielka,2.4444444
profesjonalny,1.4444444
śruba,1.925926
matura,2.8148148
złodziej,4.9259257
zuchwały,3.0370371
przywództwo,2.3703704
sen,1.4444444
solista,1.4444444
mowa,2.2592592
nieodzowny,1.7037038
zarazek,2.7037036
datek,2.1851852
urwis,3.1111112
gwałtowny,3.1111112
nagranie,1.6296296
pomocnik,1.8518518
minus,2.3333333
śliski,2.1851852
teatr,1.7037038
balkon,1.5925926
krawat,1.4444444
pustka,2.4814816
znaczyć,1.7777778
używać,1.6296296
taktyczny,1.6666666
generał,1.8518518
zamykać,2.2222223
zapach,1.5555556
zlecać,1.925926
ściemniać,3.6666667
optymalny,1.4074074
nauczyciel,2.2592592
rower,1.5555556
lekcja,1.8148148
ruina,2.4074075
przebąkiwać,2.2222223
lalka,1.2222222
platyna,1.4444444
stok,1.2592592
widzieć,1.4074074
grad,2.1111112
głuchy,2.6296296
intensywny,1.7777778
zainteresowany,1.5555556
kangur,1.2962962
plaga,2.5185184
oszczędzać,2
wróg,4.5555553
warzywo,1.3703704
bezksiężycowy,1.3703704
logika,1.5555556
cudzołóstwo,4.0740743
sztuka,1.5185186
grupowy,1.8518518
czytelnia,1.7407408
szpiegostwo,3.3703704
dźgać,4
fortepian,1.2962962
bolesny,3.4074075
przezwyciężać,1.7037038
adoptować,1.925926
przegrywać,4.703704
łabędzi,1.2222222
budzić,2.6296296
inicjatywa,1.8518518
poszukiwać,1.7777778
koszula,1.3333334
naturalny,1.3333334
popiół,1.8148148
przeszkoda,3.4814816
zaistnieć,1.7777778
rabować,4.111111
przemysłowy,1.925926
wieża,1.4444444
serce,1.4074074
mechaniczny,1.6296296
Wielkanocny,1.5555556
pointa,1.5555556
męczyć,3.5185184
zabiegany,2.148148
pąk,1.2592592
hańbić,4.3333335
nietrzeźwy,3.4814816
wyspa,1.3703704
węgiel,1.7777778
ognisty,2.148148
dziecko,2.1851852
okno,1.3333334
osoba,1.7777778
wysiłek,1.925926
guz,3.6666667
dostarczać,1.6666666
ufać,1.8148148
drużynowy,2
durnowaty,3.4444444
asekuracyjny,1.5925926
ambona,2.4444444
bezsensowny,3.4444444
zawód,2.3703704
figura,1.8888888
nędzny,2.7777777
wybierać,1.925926
kobiecy,1.6666666
strumień,1.3333334
